#{"t_start": 1743683177.9754236, "env_id": "None"}
r,l,t
32.7,20,243.834427
38.3,20,243.856515
36.3,20,243.887628
31.1,20,243.912957
33.1,20,243.938291
32.1,20,243.966497
35.3,20,243.989672
37.5,20,244.013478
32.9,20,244.044473
35.9,20,244.083812
36.1,20,244.122044
35.3,20,244.151432
35.1,20,244.186701
36.3,20,244.223572
33.3,20,244.246368
36.9,20,244.318427
36.7,20,244.348711
37.7,20,244.374661
36.5,20,244.403683
30.5,20,244.43009
37.5,20,244.464434
33.1,20,244.48555
28.1,20,244.506891
35.1,20,244.532874
32.3,20,244.561646
35.9,20,244.596872
37.3,20,244.632063
28.7,20,244.667908
32.3,20,244.703856
34.7,20,244.74162
36.7,20,244.768981
31.5,20,244.798886
28.5,20,244.826468
28.9,20,244.859688
32.7,20,244.885606
32.1,20,244.914541
34.7,20,244.949483
38.5,20,244.982096
34.3,20,245.004914
35.3,20,245.021728
37.1,20,245.059926
36.1,20,245.093503
37.3,20,245.122322
30.1,20,245.16384
38.5,20,245.204783
37.7,20,245.241633
34.7,20,245.266855
31.5,20,245.281461
33.7,20,245.314793
37.9,20,245.33991
37.3,20,245.367317
35.1,20,245.388526
33.3,20,245.41669
36.9,20,245.448056
36.5,20,245.481747
31.7,20,245.506559
32.9,20,245.529984
34.5,20,245.551616
38.5,20,245.579799
31.7,20,245.611618
37.1,20,245.64924
28.5,20,245.68161
37.5,20,245.715878
37.3,20,245.747138
38.1,20,245.784063
38.5,20,245.84305
33.7,20,245.861766
35.9,20,245.893558
32.1,20,245.913743
42.9,16,245.936455
25.9,20,245.956621
37.9,20,245.981482
34.1,20,246.013519
33.7,20,246.036289
37.5,20,246.056718
31.9,20,246.079969
33.3,20,246.112996
38.5,20,246.14472
38.3,20,246.177328
34.5,20,246.211867
34.7,20,246.253265
38.5,20,246.281439
32.5,20,246.305727
37.3,20,246.329911
35.1,20,246.357606
32.3,20,246.385481
32.9,20,246.411793
32.5,20,246.435484
31.1,20,246.461817
33.7,20,246.495519
37.7,20,246.519854
33.3,20,246.551394
36.9,20,246.576526
35.9,20,246.601797
37.5,20,246.644331
31.9,20,246.681711
38.5,20,246.718908
34.1,20,246.75176
37.7,20,246.781703
37.9,20,246.801771
38.5,20,246.839464
34.3,20,246.866811
36.7,20,246.88945
38.5,20,246.912207
33.7,20,246.94019
31.5,20,246.961696
36.5,20,246.987588
37.1,20,247.009772
38.5,20,247.035986
35.1,20,247.061688
36.7,20,247.089242
34.7,20,247.112273
32.5,20,247.142144
36.9,20,247.176238
31.7,20,247.217422
37.3,20,247.289531
33.7,20,247.319346
38.5,20,247.344734
37.3,20,247.369078
33.1,20,247.393917
34.9,20,247.418427
28.5,20,247.444024
29.5,20,247.466177
35.1,20,247.490186
35.3,20,247.512206
35.7,20,247.542508
36.1,20,247.561578
38.1,20,247.588291
34.7,20,247.615632
29.5,20,247.641713
33.9,20,247.681058
37.3,20,247.738944
36.7,20,247.789738
32.9,20,247.837788
34.3,20,247.872061
35.9,20,247.906823
33.5,20,247.952294
38.5,20,247.984094
37.5,20,248.020717
33.7,20,248.05166
38.1,20,248.088742
36.5,20,248.123125
37.7,20,248.161791
29.3,20,248.197322
31.1,20,248.243403
33.1,20,248.276394
36.1,20,248.30773
37.1,20,248.333158
30.1,20,248.353438
36.9,20,248.38638
37.1,20,248.406873
38.5,20,248.431905
32.5,20,248.457642
30.3,20,248.481587
35.9,20,248.512365
37.7,20,248.5439
36.7,20,248.569707
27.5,20,248.595091
38.5,20,248.619256
35.3,20,248.642086
34.7,20,248.680423
36.9,20,248.708675
33.3,20,248.744489
36.5,20,248.781638
33.9,20,248.81427
32.7,20,248.865834
36.9,20,248.889914
34.9,20,248.916677
32.5,20,248.948031
37.3,20,248.976459
36.9,20,249.00854
36.5,20,249.031599
36.5,20,249.062704
33.5,20,249.086285
37.9,20,249.108567
37.3,20,249.128181
36.1,20,249.16167
35.7,20,249.195055
27.7,20,249.230363
36.5,20,249.264591
37.5,20,249.295873
38.5,20,249.33546
29.5,20,249.359025
38.1,20,249.384151
32.1,20,249.418382
29.9,20,249.440427
33.5,20,249.463939
34.3,20,249.487329
38.5,20,249.516266
37.5,20,249.538303
35.1,20,249.569817
36.9,20,249.594362
33.5,20,249.622185
36.9,20,249.651821
36.7,20,249.69165
29.7,20,249.751452
35.7,20,249.822091
34.5,20,249.868051
37.9,20,249.916703
32.1,20,249.947333
34.5,20,249.974446
38.5,20,250.000508
32.3,20,250.024122
37.1,20,250.046979
32.7,20,250.07163
37.9,20,250.099577
36.9,20,250.122616
35.9,20,250.153121
38.5,20,250.17944
32.1,20,250.206875
32.9,20,250.239851
34.1,20,250.275923
36.5,20,250.316688
36.1,20,250.344561
33.7,20,250.375624
32.3,20,250.423447
36.5,20,250.45248
33.3,20,250.475433
37.5,20,250.502486
32.7,20,250.523549
31.9,20,250.549936
35.1,20,250.578398
37.7,20,250.602103
34.3,20,250.624896
34.7,20,250.651815
36.3,20,250.6776
28.5,20,250.705207
36.7,20,250.731761
35.9,20,250.770698
33.5,20,250.809032
38.1,20,250.831781
38.5,20,250.872166
36.5,20,250.894968
37.3,20,250.92321
33.7,20,250.944446
36.9,20,250.973621
38.5,20,251.000106
32.3,20,251.022639
33.1,20,251.043938
38.5,20,251.06911
33.5,20,251.096073
29.3,20,251.119073
36.3,20,251.13656
33.1,20,251.162595
32.3,20,251.191791
37.3,20,251.221563
34.5,20,251.252956
20.9,20,251.28401
33.5,20,251.321554
33.9,20,251.355435
31.3,20,251.390412
35.3,20,251.415098
33.5,20,251.450432
38.5,20,251.482509
38.3,20,251.505683
31.9,20,251.528679
35.9,20,251.55141
37.1,20,251.582508
34.5,20,251.605236
37.3,20,251.628153
36.1,20,251.651785
30.7,20,251.678236
29.9,20,251.703624
35.9,20,251.729431
33.1,20,251.761353
38.5,20,251.822314
34.1,20,251.851657
38.3,20,251.89079
34.3,20,251.926122
32.9,20,251.954422
36.9,20,251.981427
32.3,20,252.008485
33.5,20,252.03892
32.1,20,252.06275
38.3,20,252.090727
35.9,20,252.121548
36.3,20,252.156058
33.9,20,252.185333
36.1,20,252.206899
35.9,20,252.235903
27.9,20,252.270762
28.9,20,252.303717
28.9,20,252.333959
29.1,20,252.369214
35.1,20,252.413826
35.9,20,252.459444
29.3,20,252.489751
33.9,20,252.519998
32.7,20,252.552423
31.9,20,252.585686
37.3,20,252.619997
36.9,20,252.647759
32.7,20,252.6814
36.9,20,252.701768
38.1,20,252.746109
35.7,20,252.786086
36.7,20,252.831879
35.3,20,252.881572
18.3,20,252.918951
33.7,20,252.965214
33.3,20,253.02109
32.5,20,253.055443
33.7,20,253.083713
37.7,20,253.110735
32.1,20,253.13941
38.5,20,253.172905
36.7,20,253.203605
35.7,20,253.234697
31.5,20,253.26752
38.3,20,253.301519
32.7,20,253.335121
33.1,20,253.371494
37.7,20,253.401445
35.9,20,253.447845
28.9,20,253.473985
33.9,20,253.528465
36.1,20,253.5547
35.7,20,253.581541
28.1,20,253.610889
32.1,20,253.635708
33.5,20,253.662456
32.1,20,253.681572
35.9,20,253.708388
32.5,20,253.733771
35.5,20,253.759332
34.3,20,253.783502
34.9,20,253.814901
36.3,20,253.8478
32.3,20,253.884801
32.3,20,253.919515
36.1,20,253.95621
34.9,20,253.978012
35.7,20,254.008565
34.7,20,254.033056
32.3,20,254.057327
35.5,20,254.077879
33.5,20,254.10535
38.5,20,254.131571
32.9,20,254.158634
31.9,20,254.183735
34.7,20,254.265146
36.1,20,254.309485
28.5,20,254.350332
35.1,20,254.385564
37.5,20,254.424722
36.5,20,254.454624
37.7,20,254.484052
38.5,20,254.501365
36.3,20,254.534397
35.5,20,254.564853
36.9,20,254.583615
32.9,20,254.605621
36.1,20,254.629906
31.1,20,254.651611
33.3,20,254.681773
35.1,20,254.704277
36.1,20,254.726239
35.3,20,254.745295
29.1,20,254.769533
37.1,20,254.793496
37.5,20,254.825935
37.3,20,254.851401
37.7,20,254.878463
30.9,20,254.907156
31.1,20,254.935023
33.1,20,254.990176
36.9,20,255.016874
34.7,20,255.047183
37.7,20,255.061699
38.5,20,255.094585
34.7,20,255.120722
36.9,20,255.142179
27.5,20,255.161794
36.7,20,255.189798
38.5,20,255.21032
32.1,20,255.284007
35.7,20,255.312023
35.7,20,255.342009
37.7,20,255.373515
35.5,20,255.41743
31.7,20,255.446041
36.9,20,255.481563
32.3,20,255.510055
34.1,20,255.537094
34.1,20,255.567546
32.9,20,255.591418
37.9,20,255.617034
34.3,20,255.633649
35.9,20,255.669943
31.1,20,255.698502
36.5,20,255.722407
38.5,20,255.746853
37.5,20,255.768669
35.1,20,255.801462
37.7,20,255.82948
37.7,20,255.85575
34.5,20,255.881722
33.1,20,255.928851
34.5,20,255.959789
35.1,20,255.987445
32.5,20,256.026259
32.3,20,256.051379
36.5,20,256.075431
38.5,20,256.094544
34.7,20,256.12998
35.1,20,256.153486
31.1,20,256.175865
38.5,20,256.201661
38.5,20,256.233659
38.3,20,256.255707
37.5,20,256.27782
30.3,20,256.29983
38.5,20,256.333616
34.1,20,256.35516
37.7,20,256.381604
37.3,20,256.441364
36.3,20,256.486857
34.7,20,256.531876
35.9,20,256.560985
34.5,20,256.591897
31.3,20,256.620875
30.5,20,256.64498
36.3,20,256.667825
28.3,20,256.68996
33.5,20,256.71784
34.5,20,256.744704
32.1,20,256.773594
29.3,20,256.801566
38.5,20,256.83373
31.7,20,256.858004
35.5,20,256.887699
35.3,20,256.9159
37.5,20,256.952582
35.5,20,256.984524
29.9,20,257.014875
35.1,20,257.046796
36.7,20,257.072323
30.7,20,257.101687
35.9,20,257.124789
33.3,20,257.149314
35.3,20,257.173312
30.3,20,257.19761
32.7,20,257.226374
32.3,20,257.253363
32.9,20,257.278477
31.9,20,257.300457
34.3,20,257.323738
30.9,20,257.345092
38.5,20,257.37365
35.9,20,257.401667
33.5,20,257.431765
30.3,20,257.458719
32.7,20,257.501799
35.5,20,257.532732
32.9,20,257.562224
27.9,20,257.589656
31.7,20,257.611632
32.9,20,257.650425
31.7,20,257.673301
35.3,20,257.698991
36.5,20,257.733305
36.7,20,257.755794
36.3,20,257.795469
32.3,20,257.822894
35.7,20,257.855871
36.9,20,257.922642
35.1,20,257.967006
36.5,20,258.015707
36.3,20,258.055977
25.9,20,258.091736
37.7,20,258.119802
34.1,20,258.145361
27.5,20,258.170634
31.1,20,258.198326
36.9,20,258.231576
35.9,20,258.256091
35.3,20,258.283698
32.3,20,258.315156
37.5,20,258.337784
35.5,20,258.363729
36.3,20,258.393441
37.5,20,258.419736
32.1,20,258.453518
31.5,20,258.489428
32.7,20,258.531425
29.9,20,258.564067
35.5,20,258.592437
35.5,20,258.616907
35.5,20,258.646993
35.7,20,258.681415
35.9,20,258.718176
35.9,20,258.76175
31.9,20,258.799877
24.5,20,258.835373
37.3,20,258.872362
28.9,20,258.900553
35.7,20,258.936449
29.1,20,258.97544
31.5,20,259.017816
34.5,20,259.055601
37.3,20,259.103756
38.1,20,259.152019
33.9,20,259.18691
32.1,20,259.219755
32.1,20,259.256396
31.7,20,259.289476
28.3,20,259.326127
34.9,20,259.36243
32.7,20,259.39666
29.5,20,259.421482
36.7,20,259.451359
35.5,20,259.485041
32.3,20,259.528594
32.7,20,259.571798
32.3,20,259.609059
31.1,20,259.672217
28.7,20,259.705674
35.7,20,259.743425
35.1,20,259.773211
37.3,20,259.803537
38.1,20,259.831699
31.9,20,259.87942
36.1,20,259.922175
31.5,20,259.953143
28.5,20,259.990083
37.5,20,260.026777
35.7,20,260.065801
36.1,20,260.0995
38.5,20,260.132529
28.5,20,260.163537
37.3,20,260.189095
37.7,20,260.216758
31.3,20,260.235827
35.7,20,260.26243
36.5,20,260.290427
36.3,20,260.312833
32.9,20,260.341704
32.1,20,260.367589
32.3,20,260.39171
36.5,20,260.420242
35.9,20,260.447089
36.9,20,260.484639
36.1,20,260.518554
31.7,20,260.549385
33.9,20,260.58534
33.1,20,260.611594
35.9,20,260.644492
29.7,20,260.666601
33.5,20,260.696204
31.5,20,260.724077
36.1,20,260.748875
37.3,20,260.774151
31.3,20,260.794284
33.7,20,260.822129
24.5,20,260.844225
32.9,20,260.872447
33.5,20,260.900058
28.7,20,260.919753
33.3,20,260.955612
32.7,20,260.992616
35.3,20,261.028138
37.1,20,261.066114
28.1,20,261.101937
38.5,20,261.138416
34.1,20,261.168558
36.3,20,261.230213
38.5,20,261.257414
37.5,20,261.290485
31.1,20,261.312103
36.3,20,261.338284
35.9,20,261.362642
35.1,20,261.383161
35.7,20,261.415603
34.5,20,261.4375
36.1,20,261.4657
36.3,20,261.486634
36.5,20,261.521441
32.5,20,261.55394
37.5,20,261.591485
31.3,20,261.621568
33.5,20,261.658102
37.1,20,261.689782
36.3,20,261.720618
35.7,20,261.752925
31.9,20,261.785398
35.5,20,261.81601
36.5,20,261.848988
37.3,20,261.883556
33.7,20,261.914574
32.7,20,261.93746
34.1,20,261.969042
32.3,20,261.99079
34.5,20,262.026279
36.5,20,262.05147
29.3,20,262.091965
36.3,20,262.124546
32.1,20,262.166643
37.5,20,262.194835
34.5,20,262.221414
36.1,20,262.245437
37.5,20,262.274075
36.9,20,262.301586
32.9,20,262.323594
37.7,20,262.349567
32.5,20,262.376979
36.3,20,262.405761
31.3,20,262.432192
32.5,20,262.463431
35.5,20,262.48781
35.7,20,262.514041
37.7,20,262.545749
31.5,20,262.576797
35.9,20,262.619369
37.3,20,262.652983
37.1,20,262.687726
36.1,20,262.752857
37.5,20,262.789954
35.7,20,262.821992
25.9,20,262.853346
33.1,20,262.883433
36.1,20,262.913974
37.7,20,262.946122
36.3,20,262.979654
33.3,20,263.005197
36.5,20,263.033301
32.1,20,263.074051
33.7,20,263.107881
36.9,20,263.15379
36.7,20,263.205717
31.3,20,263.248643
29.3,20,263.274074
29.3,20,263.300297
35.5,20,263.32647
37.3,20,263.350301
35.7,20,263.376586
33.9,20,263.401799
37.7,20,263.426651
34.7,20,263.454889
32.3,20,263.487537
37.1,20,263.513586
36.5,20,263.545716
36.1,20,263.577042
38.5,20,263.611369
37.7,20,263.647122
35.7,20,263.68822
33.3,20,263.721777
36.5,20,263.748786
37.1,20,263.778181
37.3,20,263.804997
34.5,20,263.830639
35.7,20,263.854808
37.1,20,263.877954
35.5,20,263.911409
32.3,20,263.936485
37.3,20,263.963436
25.1,20,263.985612
35.5,20,264.018662
38.5,20,264.044143
35.5,20,264.073965
36.1,20,264.101372
33.9,20,264.138691
32.9,20,264.180179
35.5,20,264.209888
35.7,20,264.247271
37.7,20,264.273704
32.7,20,264.334469
35.1,20,264.358263
29.1,20,264.382288
32.9,20,264.406532
36.5,20,264.433279
36.9,20,264.46786
38.1,20,264.497516
34.5,20,264.527816
35.5,20,264.551547
36.9,20,264.571347
36.3,20,264.600139
32.1,20,264.639832
31.5,20,264.676607
37.5,20,264.706443
35.7,20,264.741608
33.5,20,264.773914
36.1,20,264.798343
32.7,20,264.823409
30.5,20,264.853161
35.1,20,264.880684
32.5,20,264.905749
32.7,20,264.931725
32.9,20,264.960341
36.5,20,264.985472
29.5,20,265.013903
37.1,20,265.041309
37.7,20,265.067069
36.9,20,265.097959
32.3,20,265.124929
36.1,20,265.159248
32.1,20,265.191598
25.1,20,265.275483
36.5,20,265.338908
35.7,20,265.370377
32.1,20,265.401416
34.5,20,265.43885
35.7,20,265.46436
34.5,20,265.493255
33.7,20,265.518848
33.5,20,265.545503
31.5,20,265.570786
35.7,20,265.597358
37.3,20,265.621787
31.3,20,265.654554
33.3,20,265.681671
36.9,20,265.722017
31.9,20,265.751736
36.9,20,265.794737
36.5,20,265.811814
35.7,20,265.844616
24.7,20,265.90136
25.7,20,265.927551
33.3,20,265.952858
35.5,20,265.977327
36.3,20,266.004666
33.7,20,266.030663
36.3,20,266.053704
34.1,20,266.074404
37.1,20,266.103671
35.9,20,266.127801
31.5,20,266.15643
35.1,20,266.188268
28.9,20,266.221688
34.3,20,266.263807
35.5,20,266.29611
37.3,20,266.334091
37.1,20,266.361964
34.9,20,266.389633
32.3,20,266.421645
33.1,20,266.445899
31.7,20,266.471916
38.5,20,266.502725
31.9,20,266.527297
34.1,20,266.549143
31.7,20,266.569783
32.7,20,266.591692
36.5,20,266.616794
35.5,20,266.645128
37.7,20,266.672895
35.7,20,266.709385
32.3,20,266.742863
29.1,20,266.778046
33.5,20,266.814844
37.7,20,266.848511
38.1,20,266.872965
32.7,20,266.898134
36.3,20,266.928708
33.7,20,266.957672
34.9,20,266.981573
33.1,20,267.011773
32.3,20,267.046229
21.1,20,267.075249
36.9,20,267.106697
35.9,20,267.135862
36.3,20,267.165794
33.1,20,267.227525
32.3,20,267.307415
35.7,20,267.359131
37.5,20,267.401673
33.7,20,267.434353
36.5,20,267.500037
35.9,20,267.528012
31.5,20,267.553665
36.1,20,267.586951
34.1,20,267.611654
32.7,20,267.649426
24.3,20,267.67963
35.7,20,267.7077
35.5,20,267.748415
35.7,20,267.79261
37.3,20,267.833591
37.7,20,267.874671
35.9,20,267.919644
27.9,20,267.954639
38.5,20,267.987815
36.3,20,268.021356
31.9,20,268.052711
32.1,20,268.079632
29.9,20,268.112127
38.5,20,268.139778
35.7,20,268.167235
36.1,20,268.199137
35.5,20,268.225659
32.9,20,268.261806
36.9,20,268.298161
31.7,20,268.335553
36.5,20,268.371303
29.9,20,268.408169
33.5,20,268.435941
35.3,20,268.460095
37.9,20,268.481592
37.3,20,268.512718
35.5,20,268.531341
36.1,20,268.564742
37.3,20,268.591638
25.1,20,268.616251
35.9,20,268.639301
32.3,20,268.669429
36.9,20,268.693954
29.7,20,268.720294
32.3,20,268.744424
35.7,20,268.788786
33.5,20,268.833418
38.5,20,268.884084
32.7,20,268.924026
36.1,20,268.960192
33.1,20,268.981414
38.1,20,269.024712
34.1,20,269.051474
32.9,20,269.081384
36.5,20,269.151441
36.5,20,269.186481
36.9,20,269.221591
37.3,20,269.252908
28.7,20,269.286621
35.9,20,269.327794
33.1,20,269.367232
32.9,20,269.401804
34.7,20,269.438842
33.7,20,269.469469
33.7,20,269.493894
29.5,20,269.521738
37.1,20,269.548516
36.7,20,269.581399
38.5,20,269.610478
37.5,20,269.641321
31.9,20,269.671649
34.9,20,269.69918
33.1,20,269.721865
37.7,20,269.743896
38.1,20,269.771641
37.9,20,269.803619
36.5,20,269.848109
38.5,20,269.889644
35.9,20,269.921737
36.7,20,269.954337
38.5,20,269.986173
35.9,20,270.011364
36.1,20,270.036843
34.5,20,270.067658
24.3,20,270.091874
31.9,20,270.111438
32.9,20,270.142743
35.1,20,270.167605
37.3,20,270.191318
32.7,20,270.211658
37.3,20,270.24498
37.3,20,270.27392
36.1,20,270.310479
36.9,20,270.33156
37.1,20,270.373661
32.5,20,270.401595
33.3,20,270.441881
37.5,20,270.47166
29.9,20,270.497401
38.5,20,270.521334
35.9,20,270.55246
33.3,20,270.577168
31.7,20,270.603476
36.9,20,270.631646
34.5,20,270.694161
38.5,20,270.718158
32.5,20,270.740149
37.3,20,270.767425
31.7,20,270.789332
28.1,20,270.819997
37.7,20,270.846099
36.3,20,270.881507
31.7,20,270.914357
34.1,20,270.943766
36.1,20,270.96722
29.7,20,270.986567
38.3,20,271.00575
30.9,20,271.034246
33.1,20,271.0553
37.7,20,271.079246
32.1,20,271.105377
36.3,20,271.121619
33.7,20,271.141658
36.5,20,271.166522
30.1,20,271.187279
36.1,20,271.217016
28.3,20,271.234476
33.1,20,271.263498
36.3,20,271.28164
36.7,20,271.315574
37.7,20,271.344926
33.1,20,271.3813
36.7,20,271.411435
34.1,20,271.441754
32.7,20,271.465751
31.5,20,271.498451
28.3,20,271.521565
33.9,20,271.542054
32.3,20,271.561396
37.5,20,271.588744
32.9,20,271.611763
29.5,20,271.639794
38.5,20,271.673287
37.3,20,271.699487
34.5,20,271.716319
35.9,20,271.749879
32.3,20,271.770587
32.7,20,271.795933
33.7,20,271.827857
36.3,20,271.861479
33.1,20,271.896614
35.1,20,271.931322
37.5,20,271.964407
35.3,20,271.984701
37.7,20,272.041672
33.7,20,272.080338
28.9,20,272.107292
35.3,20,272.135425
33.3,20,272.161085
35.7,20,272.189683
37.9,20,272.213811
38.1,20,272.241524
25.3,20,272.265768
35.3,20,272.299328
29.5,20,272.316608
28.7,20,272.351548
32.5,20,272.381691
34.9,20,272.425203
37.3,20,272.46219
37.1,20,272.49317
32.5,20,272.511529
33.1,20,272.547847
31.9,20,272.573548
37.3,20,272.598343
31.9,20,272.616484
37.7,20,272.644498
38.1,20,272.671542
36.9,20,272.696347
32.5,20,272.721493
28.3,20,272.749186
37.9,20,272.779172
36.7,20,272.813034
37.3,20,272.845373
37.1,20,272.897986
29.7,20,272.937757
37.1,20,272.978143
31.3,20,273.017622
33.3,20,273.052027
33.3,20,273.081528
33.3,20,273.107461
37.5,20,273.13409
32.3,20,273.166518
36.5,20,273.19394
38.1,20,273.223428
37.1,20,273.247995
33.9,20,273.275592
33.1,20,273.307225
33.1,20,273.332654
37.1,20,273.363523
36.5,20,273.397769
36.1,20,273.439464
37.3,20,273.476913
34.1,20,273.510023
37.7,20,273.537227
38.1,20,273.590747
37.1,20,273.617043
37.7,20,273.64167
35.1,20,273.666437
34.5,20,273.699694
35.1,20,273.722916
37.5,20,273.751286
37.1,20,273.777104
34.5,20,273.803217
32.1,20,273.83018
37.7,20,273.853369
31.3,20,273.884701
36.5,20,273.917429
38.3,20,273.951534
35.5,20,273.988546
33.5,20,274.021342
36.1,20,274.049373
31.3,20,274.071379
29.1,20,274.099778
30.1,20,274.12835
33.5,20,274.155055
32.3,20,274.179109
34.7,20,274.201454
33.9,20,274.230118
30.1,20,274.254217
36.9,20,274.29181
32.9,20,274.321399
36.3,20,274.347787
33.1,20,274.3707
36.5,20,274.400675
36.7,20,274.439849
36.9,20,274.480714
24.7,20,274.512076
37.7,20,274.546471
32.3,20,274.63862
28.9,20,274.663364
32.1,20,274.687311
38.1,20,274.711317
38.5,20,274.738847
37.1,20,274.761468
33.7,20,274.7866
32.9,20,274.816497
32.1,20,274.839112
34.7,20,274.863838
37.7,20,274.888504
37.5,20,274.921448
37.3,20,274.954387
36.9,20,274.992002
33.1,20,275.026141
30.1,20,275.064454
33.7,20,275.112867
34.1,20,275.136512
32.9,20,275.160161
29.3,20,275.185769
28.7,20,275.217669
38.1,20,275.246935
37.9,20,275.261958
36.7,20,275.29724
37.3,20,275.316287
32.5,20,275.348083
37.7,20,275.36989
37.7,20,275.391903
33.5,20,275.415674
33.7,20,275.451493
37.5,20,275.488067
37.7,20,275.520546
38.5,20,275.55495
31.9,20,275.581621
33.1,20,275.613996
28.9,20,275.63869
34.5,20,275.663923
38.1,20,275.68906
36.9,20,275.715989
36.9,20,275.739637
32.9,20,275.763723
34.5,20,275.788462
38.5,20,275.813869
35.5,20,275.843703
38.5,20,275.871407
33.7,20,275.899846
32.9,20,275.935654
36.9,20,276.032214
33.3,20,276.08154
38.5,20,276.117447
38.5,20,276.146734
25.3,20,276.170379
33.1,20,276.195202
28.7,20,276.225715
30.3,20,276.25336
32.3,20,276.278683
31.5,20,276.304049
36.7,20,276.337049
38.1,20,276.36172
34.9,20,276.381654
37.7,20,276.413331
37.7,20,276.444653
36.9,20,276.487874
37.1,20,276.53305
32.7,20,276.566883
34.3,20,276.604401
38.5,20,276.662047
32.9,20,276.693735
38.1,20,276.719143
36.9,20,276.743865
29.5,20,276.771518
38.5,20,276.796188
33.7,20,276.81824
29.5,20,276.849997
34.1,20,276.871316
37.5,20,276.896025
38.5,20,276.919583
37.7,20,276.944553
33.7,20,276.981271
35.9,20,277.01175
37.1,20,277.047213
37.7,20,277.084265
37.3,20,277.117724
38.5,20,277.146923
38.5,20,277.161421
34.5,20,277.197814
34.5,20,277.221404
31.9,20,277.295612
32.9,20,277.320288
29.9,20,277.348679
33.9,20,277.371323
37.7,20,277.393569
38.5,20,277.416371
33.1,20,277.444228
32.1,20,277.467104
37.3,20,277.502831
37.5,20,277.535734
36.3,20,277.579974
31.7,20,277.611754
38.5,20,277.641475
29.3,20,277.666728
36.9,20,277.699991
33.3,20,277.732527
28.9,20,277.767723
32.7,20,277.801821
33.5,20,277.839602
37.1,20,277.877214
38.1,20,277.909215
34.3,20,277.94747
37.5,20,277.985721
37.3,20,278.032973
38.5,20,278.064254
35.7,20,278.103991
33.1,20,278.14532
37.1,20,278.179143
36.7,20,278.203709
37.7,20,278.253463
35.9,20,278.284431
35.1,20,278.308172
38.5,20,278.337645
34.1,20,278.363474
31.3,20,278.388056
35.7,20,278.422199
37.9,20,278.452581
35.5,20,278.471489
33.5,20,278.503994
33.7,20,278.537998
38.1,20,278.574515
33.3,20,278.608574
33.9,20,278.645972
35.7,20,278.674948
33.3,20,278.707314
38.1,20,278.737658
35.7,20,278.770691
36.5,20,278.79338
34.1,20,278.818856
32.7,20,278.850543
32.7,20,278.880422
32.7,20,278.905406
38.1,20,278.931449
33.5,20,278.954015
38.1,20,278.97683
34.1,20,279.004027
37.1,20,279.034863
37.9,20,279.069742
33.7,20,279.112266
37.5,20,279.146604
30.5,20,279.175639
38.5,20,279.200482
36.7,20,279.229001
32.9,20,279.260221
30.5,20,279.284601
37.7,20,279.311709
33.1,20,279.343011
36.7,20,279.366455
37.9,20,279.385367
30.3,20,279.412174
36.9,20,279.446513
37.7,20,279.469586
34.3,20,279.491331
36.7,20,279.514688
37.7,20,279.549726
33.7,20,279.581727
37.3,20,279.616569
38.5,20,279.648849
38.1,20,279.688817
33.5,20,279.748028
36.9,20,279.773386
33.5,20,279.804569
31.7,20,279.829873
37.7,20,279.853353
35.9,20,279.878843
37.7,20,279.901503
28.7,20,279.927814
37.1,20,279.952446
35.9,20,279.973566
32.7,20,280.00033
34.5,20,280.031703
37.9,20,280.065164
36.9,20,280.100606
34.5,20,280.131481
29.3,20,280.173501
32.1,20,280.212691
37.3,20,280.23704
36.1,20,280.261328
33.7,20,280.29446
38.5,20,280.321265
33.3,20,280.346524
33.7,20,280.368078
34.1,20,280.395377
37.7,20,280.419741
37.7,20,280.446491
34.1,20,280.469851
33.7,20,280.497532
36.1,20,280.520328
33.5,20,280.547826
38.5,20,280.580235
36.9,20,280.613648
36.5,20,280.651565
38.1,20,280.682338
38.5,20,280.711414
37.1,20,280.739285
38.5,20,280.768193
37.7,20,280.797153
38.3,20,280.821872
32.9,20,280.846398
37.7,20,280.8692
37.3,20,280.903359
34.5,20,280.934846
37.7,20,280.968429
37.5,20,280.992951
34.9,20,281.013742
36.7,20,281.036035
37.3,20,281.072203
33.3,20,281.104947
34.5,20,281.141376
28.9,20,281.219291
38.1,20,281.249011
35.7,20,281.277232
38.5,20,281.304458
37.5,20,281.336269
37.1,20,281.367053
37.5,20,281.389293
33.7,20,281.411505
37.5,20,281.43936
37.3,20,281.466154
36.5,20,281.493938
32.5,20,281.516083
36.5,20,281.536616
34.1,20,281.576237
32.7,20,281.61203
29.5,20,281.653607
36.5,20,281.686915
33.3,20,281.724598
35.9,20,281.751668
32.1,20,281.776087
33.1,20,281.793791
31.9,20,281.833946
36.5,20,281.858754
37.7,20,281.881708
29.7,20,281.907337
25.7,20,281.930212
29.7,20,281.953423
36.3,20,281.974852
36.5,20,281.99992
37.3,20,282.027225
36.9,20,282.055434
37.7,20,282.08262
33.5,20,282.121491
37.7,20,282.163348
37.7,20,282.19706
37.5,20,282.234461
33.3,20,282.26368
37.9,20,282.293891
33.9,20,282.317472
36.1,20,282.341957
36.9,20,282.366111
37.3,20,282.391449
37.3,20,282.414545
38.5,20,282.43751
28.7,20,282.459373
34.5,20,282.486288
33.5,20,282.511255
38.5,20,282.535306
33.7,20,282.560019
38.5,20,282.587661
37.3,20,282.648379
34.5,20,282.686459
33.7,20,282.721364
35.9,20,282.771674
